"A","B","C"
"Jarvis AlgorithmMin Hull Points","10830","0.0253"
"Jarvis AlgorithmMin Hull Points","10840","0.029"
"Jarvis AlgorithmMin Hull Points","10850","0.02"
"Jarvis AlgorithmMin Hull Points","10860","0.0193"
"Jarvis AlgorithmMin Hull Points","10870","0.0194"
"Jarvis AlgorithmMin Hull Points","10880","0.0193"
"Jarvis AlgorithmMin Hull Points","10890","0.0194"
"Jarvis AlgorithmMin Hull Points","10900","0.0199"
"Jarvis AlgorithmMin Hull Points","10910","0.028"
"Jarvis AlgorithmMin Hull Points","10920","0.0238"
"Jarvis AlgorithmMin Hull Points","10930","0.0215"
"Jarvis AlgorithmMin Hull Points","10940","0.0204"
"Jarvis AlgorithmMin Hull Points","10950","0.0214"
"Jarvis AlgorithmMin Hull Points","10960","0.0218"
"Jarvis AlgorithmMin Hull Points","10970","0.0206"
"Jarvis AlgorithmMin Hull Points","10980","0.0244"
"Graham ScanMin Hull Points","5990","0.0187"
"Graham ScanMin Hull Points","6000","0.0199"
"Graham ScanMin Hull Points","6010","0.02"
"Graham ScanMin Hull Points","6020","0.0195"
"Graham ScanMin Hull Points","6030","0.0185"
"Graham ScanMin Hull Points","6040","0.0187"
"Graham ScanMin Hull Points","6050","0.0194"
"Graham ScanMin Hull Points","6060","0.0181"
"Graham ScanMin Hull Points","6070","0.0207"
"Graham ScanMin Hull Points","6080","0.02"
"Graham ScanMin Hull Points","6090","0.0209"
"Graham ScanMin Hull Points","6100","0.0215"
"Graham ScanMin Hull Points","6110","0.0324"
"Graham ScanMin Hull Points","6120","0.0184"
"Graham ScanMin Hull Points","6130","0.0208"
"Graham ScanMin Hull Points","6140","0.0177"
"Graham ScanMin Hull Points","6150","0.0177"
"Graham ScanMin Hull Points","6160","0.0178"
"Graham ScanMin Hull Points","6170","0.0192"
"Graham ScanMin Hull Points","6180","0.0177"
"Graham ScanMin Hull Points","6190","0.0247"
"Graham ScanMin Hull Points","6200","0.0184"
"Graham ScanMin Hull Points","6210","0.0177"
"Graham ScanMin Hull Points","6220","0.0173"
"Graham ScanMin Hull Points","6230","0.0169"
"Graham ScanMin Hull Points","6240","0.0181"
"Graham ScanMin Hull Points","6250","0.0175"
"Graham ScanMin Hull Points","6260","0.0187"
"Graham ScanMin Hull Points","6270","0.018"
"Graham ScanMin Hull Points","6280","0.0213"
"Graham ScanMin Hull Points","6290","0.0201"
"Graham ScanMin Hull Points","6300","0.0247"
"Graham ScanMin Hull Points","6310","0.0573"
"Graham ScanMin Hull Points","6320","0.0227"
"Graham ScanMin Hull Points","6330","0.0208"
"Graham ScanMin Hull Points","6340","0.0264"
"Graham ScanMin Hull Points","6350","0.0208"
"Graham ScanMin Hull Points","6360","0.0219"
"Graham ScanMin Hull Points","6370","0.0214"
"Graham ScanMin Hull Points","6380","0.0226"
"Graham ScanMin Hull Points","6390","0.0209"
"Graham ScanMin Hull Points","6400","0.0198"
"Graham ScanMin Hull Points","6410","0.0192"
"Graham ScanMin Hull Points","6420","0.0244"
"Graham ScanMin Hull Points","6430","0.025"
"Graham ScanMin Hull Points","6440","0.0373"
"Graham ScanMin Hull Points","6450","0.0351"
"Graham ScanMin Hull Points","6460","0.0351"
"Graham ScanMin Hull Points","6470","0.0743"
"Graham ScanMin Hull Points","6480","0.0279"
"Graham ScanMin Hull Points","6490","0.02"
"Graham ScanMin Hull Points","6500","0.0195"
"Graham ScanMin Hull Points","6510","0.0196"
"Graham ScanMin Hull Points","6520","0.0185"
"Graham ScanMin Hull Points","6530","0.0183"
"Graham ScanMin Hull Points","6540","0.0202"
"Graham ScanMin Hull Points","6550","0.0187"
"Graham ScanMin Hull Points","6560","0.0189"
"Graham ScanMin Hull Points","6570","0.0194"
"Graham ScanMin Hull Points","6580","0.0184"
"Graham ScanMin Hull Points","6590","0.0247"
"Graham ScanMin Hull Points","6600","0.0201"
"Graham ScanMin Hull Points","6610","0.0205"
"Graham ScanMin Hull Points","6620","0.019"
"Graham ScanMin Hull Points","6630","0.0188"
"Graham ScanMin Hull Points","6640","0.0188"
"Graham ScanMin Hull Points","6650","0.0221"
"Graham ScanMin Hull Points","6660","0.0196"
"Graham ScanMin Hull Points","6670","0.0204"
"Graham ScanMin Hull Points","6680","0.0303"
"Graham ScanMin Hull Points","6690","0.0212"
"Graham ScanMin Hull Points","6700","0.02"
"Graham ScanMin Hull Points","6710","0.0368"
"Graham ScanMin Hull Points","6720","0.0405"
"Graham ScanMin Hull Points","6730","0.0579"
"Graham ScanMin Hull Points","6740","0.0488"
"Graham ScanMin Hull Points","6750","0.0276"
"Graham ScanMin Hull Points","6760","0.0201"
"Graham ScanMin Hull Points","6770","0.0199"
"Graham ScanMin Hull Points","6780","0.0199"
"Graham ScanMin Hull Points","6790","0.0197"
"Graham ScanMin Hull Points","6800","0.0208"
"Graham ScanMin Hull Points","6810","0.0195"
"Graham ScanMin Hull Points","6820","0.0214"
"Graham ScanMin Hull Points","6830","0.0205"
"Graham ScanMin Hull Points","6840","0.0454"
"Graham ScanMin Hull Points","6850","0.0229"
"Graham ScanMin Hull Points","6860","0.0198"
"Graham ScanMin Hull Points","6870","0.0209"
"Graham ScanMin Hull Points","6880","0.0213"
"Graham ScanMin Hull Points","6890","0.0227"
"Graham ScanMin Hull Points","6900","0.0195"
"Graham ScanMin Hull Points","6910","0.0202"
"Graham ScanMin Hull Points","6920","0.0215"
"Graham ScanMin Hull Points","6930","0.0224"
"Graham ScanMin Hull Points","6940","0.0207"
"Graham ScanMin Hull Points","6950","0.0245"
"Graham ScanMin Hull Points","6960","0.0223"
"Graham ScanMin Hull Points","6970","0.051"
"Graham ScanMin Hull Points","6980","0.0316"
"Graham ScanMin Hull Points","6990","0.0288"
"Graham ScanMin Hull Points","7000","0.026"
"Graham ScanMin Hull Points","7010","0.037"
"Graham ScanMin Hull Points","7020","0.0218"
"Graham ScanMin Hull Points","7030","0.0205"
"Graham ScanMin Hull Points","7040","0.0211"
"Graham ScanMin Hull Points","7050","0.0205"
"Graham ScanMin Hull Points","7060","0.0253"
"Graham ScanMin Hull Points","7070","0.0277"
"Graham ScanMin Hull Points","7080","0.0217"
"Graham ScanMin Hull Points","7090","0.0235"
"Graham ScanMin Hull Points","7100","0.0226"
"Graham ScanMin Hull Points","7110","0.0233"
"Graham ScanMin Hull Points","7120","0.0217"
"Graham ScanMin Hull Points","7130","0.0368"
"Graham ScanMin Hull Points","7140","0.0357"
"Graham ScanMin Hull Points","7150","0.0204"
"Graham ScanMin Hull Points","7160","0.0225"
"Graham ScanMin Hull Points","7170","0.0207"
"Graham ScanMin Hull Points","7180","0.0319"
"Graham ScanMin Hull Points","7190","0.024"
"Graham ScanMin Hull Points","7200","0.0216"
"Graham ScanMin Hull Points","7210","0.0354"
"Graham ScanMin Hull Points","7220","0.0345"
"Graham ScanMin Hull Points","7230","0.0242"
"Graham ScanMin Hull Points","7240","0.0245"
"Graham ScanMin Hull Points","7250","0.0263"
"Graham ScanMin Hull Points","7260","0.0231"
"Graham ScanMin Hull Points","7270","0.0228"
"Graham ScanMin Hull Points","7280","0.0229"
"Graham ScanMin Hull Points","7290","0.0233"
"Graham ScanMin Hull Points","7300","0.0232"
"Graham ScanMin Hull Points","7310","0.0233"
"Graham ScanMin Hull Points","7320","0.0273"
"Graham ScanMin Hull Points","7330","0.033"
"Graham ScanMin Hull Points","7340","0.0247"
"Graham ScanMin Hull Points","7350","0.0366"
"Graham ScanMin Hull Points","7360","0.0239"
"Graham ScanMin Hull Points","7370","0.0243"
"Graham ScanMin Hull Points","7380","0.0259"
"Graham ScanMin Hull Points","7390","0.026"
"Graham ScanMin Hull Points","7400","0.0244"
"Graham ScanMin Hull Points","7410","0.0298"
"Graham ScanMin Hull Points","7420","0.0249"
"Graham ScanMin Hull Points","7430","0.0223"
"Graham ScanMin Hull Points","7440","0.0241"
"Graham ScanMin Hull Points","7450","0.0231"
"Graham ScanMin Hull Points","7460","0.0228"
"Graham ScanMin Hull Points","7470","0.0239"
"Graham ScanMin Hull Points","7480","0.0263"
"Graham ScanMin Hull Points","7490","0.0227"
"Graham ScanMin Hull Points","7500","0.0221"
"Graham ScanMin Hull Points","7510","0.0218"
"Graham ScanMin Hull Points","7520","0.0336"
"Graham ScanMin Hull Points","7530","0.0253"
"Graham ScanMin Hull Points","7540","0.0234"
"Graham ScanMin Hull Points","7550","0.0223"
"Graham ScanMin Hull Points","7560","0.0215"
"Graham ScanMin Hull Points","7570","0.0256"
"Graham ScanMin Hull Points","7580","0.0286"
"Graham ScanMin Hull Points","7590","0.0255"
"Graham ScanMin Hull Points","7600","0.0243"
"Graham ScanMin Hull Points","7610","0.0248"
"Graham ScanMin Hull Points","7620","0.0321"
"Graham ScanMin Hull Points","7630","0.0245"
"Graham ScanMin Hull Points","7640","0.025"
"Graham ScanMin Hull Points","7650","0.0282"
"Graham ScanMin Hull Points","7660","0.0268"
"Graham ScanMin Hull Points","7670","0.0259"
"Graham ScanMin Hull Points","7680","0.024"
"Graham ScanMin Hull Points","7690","0.0327"
"Graham ScanMin Hull Points","7700","0.025"
"Graham ScanMin Hull Points","7710","0.0257"
"Graham ScanMin Hull Points","7720","0.0308"
"Graham ScanMin Hull Points","7730","0.0231"
"Graham ScanMin Hull Points","7740","0.0265"
"Graham ScanMin Hull Points","7750","0.0261"
"Graham ScanMin Hull Points","7760","0.0231"
"Graham ScanMin Hull Points","7770","0.0236"
"Graham ScanMin Hull Points","7780","0.0234"
"Graham ScanMin Hull Points","7790","0.0235"
"Graham ScanMin Hull Points","7800","0.0228"
"Graham ScanMin Hull Points","7810","0.0251"
"Graham ScanMin Hull Points","7820","0.0243"
"Graham ScanMin Hull Points","7830","0.024"
"Graham ScanMin Hull Points","7840","0.0257"
"Graham ScanMin Hull Points","7850","0.0235"
"Graham ScanMin Hull Points","7860","0.0245"
"Graham ScanMin Hull Points","7870","0.0324"
"Graham ScanMin Hull Points","7880","0.0239"
"Graham ScanMin Hull Points","7890","0.0331"
"Graham ScanMin Hull Points","7900","0.0242"
"Graham ScanMin Hull Points","7910","0.0248"
"Graham ScanMin Hull Points","7920","0.027"
"Graham ScanMin Hull Points","7930","0.024"
"Graham ScanMin Hull Points","7940","0.025"
"Graham ScanMin Hull Points","7950","0.026"
"Graham ScanMin Hull Points","7960","0.0232"
"Graham ScanMin Hull Points","7970","0.0252"
"Graham ScanMin Hull Points","7980","0.0267"
"Graham ScanMin Hull Points","7990","0.0253"
"Graham ScanMin Hull Points","8000","0.0251"
"Graham ScanMin Hull Points","8010","0.0282"
"Graham ScanMin Hull Points","8020","0.0246"
"Graham ScanMin Hull Points","8030","0.0236"
"Graham ScanMin Hull Points","8040","0.0321"
"Graham ScanMin Hull Points","8050","0.0243"
"Graham ScanMin Hull Points","8060","0.0607"
"Graham ScanMin Hull Points","8070","0.0262"
"Graham ScanMin Hull Points","8080","0.0265"
"Graham ScanMin Hull Points","8090","0.0249"
"Graham ScanMin Hull Points","8100","0.0251"
"Graham ScanMin Hull Points","8110","0.0251"
"Graham ScanMin Hull Points","8120","0.0258"
"Graham ScanMin Hull Points","8130","0.0241"
"Graham ScanMin Hull Points","8140","0.0239"
"Graham ScanMin Hull Points","8150","0.0245"
"Graham ScanMin Hull Points","8160","0.0259"
"Graham ScanMin Hull Points","8170","0.0598"
"Graham ScanMin Hull Points","8180","0.0361"
"Graham ScanMin Hull Points","8190","0.0259"
"Graham ScanMin Hull Points","8200","0.0242"
"Graham ScanMin Hull Points","8210","0.0241"
"Graham ScanMin Hull Points","8220","0.025"
"Graham ScanMin Hull Points","8230","0.0252"
"Graham ScanMin Hull Points","8240","0.0246"
"Graham ScanMin Hull Points","8250","0.0253"
"Graham ScanMin Hull Points","8260","0.0278"
"Graham ScanMin Hull Points","8270","0.0255"
"Graham ScanMin Hull Points","8280","0.0245"
"Graham ScanMin Hull Points","8290","0.0251"
"Graham ScanMin Hull Points","8300","0.0249"
"Graham ScanMin Hull Points","8310","0.0293"
"Graham ScanMin Hull Points","8320","0.0266"
"Graham ScanMin Hull Points","8330","0.0335"
"Graham ScanMin Hull Points","8340","0.0307"
"Graham ScanMin Hull Points","8350","0.0278"
"Graham ScanMin Hull Points","8360","0.0259"
"Graham ScanMin Hull Points","8370","0.0254"
"Graham ScanMin Hull Points","8380","0.026"
"Graham ScanMin Hull Points","8390","0.0284"
"Graham ScanMin Hull Points","8400","0.0253"
"Graham ScanMin Hull Points","8410","0.028"
"Graham ScanMin Hull Points","8420","0.0259"
"Graham ScanMin Hull Points","8430","0.0251"
"Graham ScanMin Hull Points","8440","0.0249"
"Graham ScanMin Hull Points","8450","0.0262"
"Graham ScanMin Hull Points","8460","0.0263"
"Graham ScanMin Hull Points","8470","0.0265"
"Graham ScanMin Hull Points","8480","0.0323"
"Graham ScanMin Hull Points","8490","0.0356"
"Graham ScanMin Hull Points","8500","0.0309"
"Graham ScanMin Hull Points","8510","0.026"
"Graham ScanMin Hull Points","8520","0.0253"
"Graham ScanMin Hull Points","8530","0.0268"
"Graham ScanMin Hull Points","8540","0.0275"
"Graham ScanMin Hull Points","8550","0.025"
"Graham ScanMin Hull Points","8560","0.0283"
"Graham ScanMin Hull Points","8570","0.0306"
"Graham ScanMin Hull Points","8580","0.0262"
"Graham ScanMin Hull Points","8590","0.0269"
"Graham ScanMin Hull Points","8600","0.0258"
"Graham ScanMin Hull Points","8610","0.0265"
"Graham ScanMin Hull Points","8620","0.0255"
"Graham ScanMin Hull Points","8630","0.0323"
"Graham ScanMin Hull Points","8640","0.0282"
"Graham ScanMin Hull Points","8650","0.0447"
"Graham ScanMin Hull Points","8660","0.0283"
"Graham ScanMin Hull Points","8670","0.0285"
"Graham ScanMin Hull Points","8680","0.0284"
"Graham ScanMin Hull Points","8690","0.0303"
"Graham ScanMin Hull Points","8700","0.0316"
"Graham ScanMin Hull Points","8710","0.0286"
"Graham ScanMin Hull Points","8720","0.0306"
"Graham ScanMin Hull Points","8730","0.0288"
"Graham ScanMin Hull Points","8740","0.0314"
"Graham ScanMin Hull Points","8750","0.0319"
"Graham ScanMin Hull Points","8760","0.0403"
"Graham ScanMin Hull Points","8770","0.0381"
"Graham ScanMin Hull Points","8780","0.0372"
"Graham ScanMin Hull Points","8790","0.035"
"Graham ScanMin Hull Points","8800","0.0315"
"Graham ScanMin Hull Points","8810","0.0278"
"Graham ScanMin Hull Points","8820","0.0301"
"Graham ScanMin Hull Points","8830","0.0325"
"Graham ScanMin Hull Points","8840","0.0267"
"Graham ScanMin Hull Points","8850","0.0276"
"Graham ScanMin Hull Points","8860","0.0384"
"Graham ScanMin Hull Points","8870","0.0346"
"Graham ScanMin Hull Points","8880","0.0428"
"Graham ScanMin Hull Points","8890","0.0276"
"Graham ScanMin Hull Points","8900","0.0276"
"Graham ScanMin Hull Points","8910","0.0274"
"Graham ScanMin Hull Points","8920","0.036"
"Graham ScanMin Hull Points","8930","0.0295"
"Graham ScanMin Hull Points","8940","0.0366"
"Graham ScanMin Hull Points","8950","0.0379"
"Graham ScanMin Hull Points","8960","0.0288"
"Graham ScanMin Hull Points","8970","0.0296"
"Graham ScanMin Hull Points","8980","0.0303"
"Graham ScanMin Hull Points","8990","0.0299"
"Graham ScanMin Hull Points","9000","0.0302"
"Graham ScanMin Hull Points","9010","0.0326"
"Graham ScanMin Hull Points","9020","0.0309"
"Graham ScanMin Hull Points","9030","0.0275"
"Graham ScanMin Hull Points","9040","0.0288"
"Graham ScanMin Hull Points","9050","0.0306"
"Graham ScanMin Hull Points","9060","0.031"
"Graham ScanMin Hull Points","9070","0.027"
"Graham ScanMin Hull Points","9080","0.0356"
"Graham ScanMin Hull Points","9090","0.0279"
"Graham ScanMin Hull Points","9100","0.0274"
"Graham ScanMin Hull Points","9110","0.0278"
"Graham ScanMin Hull Points","9120","0.0294"
"Graham ScanMin Hull Points","9130","0.0285"
"Graham ScanMin Hull Points","9140","0.03"
"Graham ScanMin Hull Points","9150","0.0353"
"Graham ScanMin Hull Points","9160","0.0297"
"Graham ScanMin Hull Points","9170","0.0288"
"Graham ScanMin Hull Points","9180","0.0281"
"Graham ScanMin Hull Points","9190","0.0277"
"Graham ScanMin Hull Points","9200","0.0461"
"Graham ScanMin Hull Points","9210","0.0351"
"Graham ScanMin Hull Points","9220","0.0361"
"Graham ScanMin Hull Points","9230","0.0326"
"Graham ScanMin Hull Points","9240","0.0275"
"Graham ScanMin Hull Points","9250","0.0281"
"Graham ScanMin Hull Points","9260","0.0304"
"Graham ScanMin Hull Points","9270","0.0296"
"Graham ScanMin Hull Points","9280","0.0296"
"Graham ScanMin Hull Points","9290","0.03"
"Graham ScanMin Hull Points","9300","0.0284"
"Graham ScanMin Hull Points","9310","0.0288"
"Graham ScanMin Hull Points","9320","0.0303"
"Graham ScanMin Hull Points","9330","0.0312"
"Graham ScanMin Hull Points","9340","0.033"
"Graham ScanMin Hull Points","9350","0.0308"
"Graham ScanMin Hull Points","9360","0.0306"
"Graham ScanMin Hull Points","9370","0.0291"
"Graham ScanMin Hull Points","9380","0.0305"
"Graham ScanMin Hull Points","9390","0.0294"
"Graham ScanMin Hull Points","9400","0.0366"
"Graham ScanMin Hull Points","9410","0.0314"
"Graham ScanMin Hull Points","9420","0.0289"
"Graham ScanMin Hull Points","9430","0.0341"
"Graham ScanMin Hull Points","9440","0.0353"
"Graham ScanMin Hull Points","9450","0.031"
"Graham ScanMin Hull Points","9460","0.0285"
"Graham ScanMin Hull Points","9470","0.0284"
"Graham ScanMin Hull Points","9480","0.0394"
"Graham ScanMin Hull Points","9490","0.0361"
"Graham ScanMin Hull Points","9500","0.0351"
"Graham ScanMin Hull Points","9510","0.0287"
"Graham ScanMin Hull Points","9520","0.0277"
"Graham ScanMin Hull Points","9530","0.0301"
"Graham ScanMin Hull Points","9540","0.0352"
"Graham ScanMin Hull Points","9550","0.0304"
"Graham ScanMin Hull Points","9560","0.0298"
"Graham ScanMin Hull Points","9570","0.0338"
"Graham ScanMin Hull Points","9580","0.0323"
"Graham ScanMin Hull Points","9590","0.0398"
"Graham ScanMin Hull Points","9600","0.0376"
"Graham ScanMin Hull Points","9610","0.0415"
"Graham ScanMin Hull Points","9620","0.0352"
"Graham ScanMin Hull Points","9630","0.0338"
"Graham ScanMin Hull Points","9640","0.0324"
"Graham ScanMin Hull Points","9650","0.0315"
"Graham ScanMin Hull Points","9660","0.0302"
"Graham ScanMin Hull Points","9670","0.028"
"Graham ScanMin Hull Points","9680","0.0286"
"Graham ScanMin Hull Points","9690","0.0279"
"Graham ScanMin Hull Points","9700","0.0308"
"Graham ScanMin Hull Points","9710","0.0288"
"Graham ScanMin Hull Points","9720","0.0282"
"Graham ScanMin Hull Points","9730","0.0424"
"Graham ScanMin Hull Points","9740","0.0469"
"Graham ScanMin Hull Points","9750","0.0338"
"Graham ScanMin Hull Points","9760","0.0394"
"Graham ScanMin Hull Points","9770","0.0677"
"Graham ScanMin Hull Points","9780","0.0304"
"Graham ScanMin Hull Points","9790","0.0296"
"Graham ScanMin Hull Points","9800","0.0295"
"Graham ScanMin Hull Points","9810","0.0305"
"Graham ScanMin Hull Points","9820","0.0335"
"Graham ScanMin Hull Points","9830","0.0326"
"Graham ScanMin Hull Points","9840","0.0411"
"Graham ScanMin Hull Points","9850","0.0383"
"Graham ScanMin Hull Points","9860","0.036"
"Graham ScanMin Hull Points","9870","0.0378"
"Graham ScanMin Hull Points","9880","0.0397"
"Graham ScanMin Hull Points","9890","0.0417"
"Graham ScanMin Hull Points","9900","0.0342"
"Graham ScanMin Hull Points","9910","0.0331"
"Graham ScanMin Hull Points","9920","0.0368"
"Graham ScanMin Hull Points","9930","0.0299"
"Graham ScanMin Hull Points","9940","0.0318"
"Graham ScanMin Hull Points","9950","0.0312"
"Graham ScanMin Hull Points","9960","0.0386"
"Graham ScanMin Hull Points","9970","0.0373"
"Graham ScanMin Hull Points","9980","0.0405"
"Graham ScanMin Hull Points","9990","0.0372"
"Graham ScanMin Hull Points","10000","0.0342"
"Graham ScanMin Hull Points","10010","0.0418"
"Graham ScanMin Hull Points","10020","0.032"
"Graham ScanMin Hull Points","10030","0.032"
"Graham ScanMin Hull Points","10040","0.0322"
"Graham ScanMin Hull Points","10050","0.0337"
"Graham ScanMin Hull Points","10060","0.0362"
"Graham ScanMin Hull Points","10070","0.0327"
"Graham ScanMin Hull Points","10080","0.0324"
"Graham ScanMin Hull Points","10090","0.0334"
"Graham ScanMin Hull Points","10100","0.0362"
"Graham ScanMin Hull Points","10110","0.0343"
"Graham ScanMin Hull Points","10120","0.0448"
"Graham ScanMin Hull Points","10130","0.0387"
"Graham ScanMin Hull Points","10140","0.0394"
"Graham ScanMin Hull Points","10150","0.0371"
"Graham ScanMin Hull Points","10160","0.0374"
"Graham ScanMin Hull Points","10170","0.0422"
"Graham ScanMin Hull Points","10180","0.0386"
"Graham ScanMin Hull Points","10190","0.0383"
"Graham ScanMin Hull Points","10200","0.0364"
"Graham ScanMin Hull Points","10210","0.1056"
"Graham ScanMin Hull Points","10220","0.036"
"Graham ScanMin Hull Points","10230","0.0393"
"Graham ScanMin Hull Points","10240","0.0359"
"Graham ScanMin Hull Points","10250","0.0318"
"Graham ScanMin Hull Points","10260","0.0317"
"Graham ScanMin Hull Points","10270","0.0433"
"Graham ScanMin Hull Points","10280","0.0381"
"Graham ScanMin Hull Points","10290","0.035"
"Graham ScanMin Hull Points","10300","0.0774"
"Graham ScanMin Hull Points","10310","0.0293"
"Graham ScanMin Hull Points","10320","0.0335"
"Graham ScanMin Hull Points","10330","0.0323"
"Graham ScanMin Hull Points","10340","0.0319"
"Graham ScanMin Hull Points","10350","0.0335"
"Graham ScanMin Hull Points","10360","0.0368"
"Graham ScanMin Hull Points","10370","0.0357"
"Graham ScanMin Hull Points","10380","0.0406"
"Graham ScanMin Hull Points","10390","0.0336"
"Graham ScanMin Hull Points","10400","0.0334"
"Graham ScanMin Hull Points","10410","0.0347"
"Graham ScanMin Hull Points","10420","0.0306"
"Graham ScanMin Hull Points","10430","0.0307"
"Graham ScanMin Hull Points","10440","0.0451"
"Graham ScanMin Hull Points","10450","0.0304"
"Graham ScanMin Hull Points","10460","0.0397"
"Graham ScanMin Hull Points","10470","0.0312"
"Graham ScanMin Hull Points","10480","0.0303"
"Graham ScanMin Hull Points","10490","0.0402"
"Graham ScanMin Hull Points","10500","0.046"
"Graham ScanMin Hull Points","10510","0.0318"
"Graham ScanMin Hull Points","10520","0.0341"
"Graham ScanMin Hull Points","10530","0.0313"
"Graham ScanMin Hull Points","10540","0.0342"
"Graham ScanMin Hull Points","10550","0.0368"
"Graham ScanMin Hull Points","10560","0.0364"
"Graham ScanMin Hull Points","10570","0.0399"
"Graham ScanMin Hull Points","10580","0.0362"
"Graham ScanMin Hull Points","10590","0.0338"
"Graham ScanMin Hull Points","10600","0.0342"
"Graham ScanMin Hull Points","10610","0.0412"
"Graham ScanMin Hull Points","10620","0.0402"
"Graham ScanMin Hull Points","10630","0.0427"
"Graham ScanMin Hull Points","10640","0.0379"
"Graham ScanMin Hull Points","10650","0.0324"
"Graham ScanMin Hull Points","10660","0.0319"
"Graham ScanMin Hull Points","10670","0.0353"
"Graham ScanMin Hull Points","10680","0.0306"
"Graham ScanMin Hull Points","10690","0.0387"
"Graham ScanMin Hull Points","10700","0.0461"
"Graham ScanMin Hull Points","10710","0.034"
"Graham ScanMin Hull Points","10720","0.0311"
"Graham ScanMin Hull Points","10730","0.0329"
"Graham ScanMin Hull Points","10740","0.0311"
"Graham ScanMin Hull Points","10750","0.0318"
"Graham ScanMin Hull Points","10760","0.0435"
"Graham ScanMin Hull Points","10770","0.0348"
"Graham ScanMin Hull Points","10780","0.0319"
"Graham ScanMin Hull Points","10790","0.0476"
"Graham ScanMin Hull Points","10800","0.0449"
"Graham ScanMin Hull Points","10810","0.0564"
"Graham ScanMin Hull Points","10820","0.0368"
"Graham ScanMin Hull Points","10830","0.0332"
"Graham ScanMin Hull Points","10840","0.0349"
"Graham ScanMin Hull Points","10850","0.0319"
"Graham ScanMin Hull Points","10860","0.0315"
"Graham ScanMin Hull Points","10870","0.0308"
"Graham ScanMin Hull Points","10880","0.0349"
"Graham ScanMin Hull Points","10890","0.0444"
"Graham ScanMin Hull Points","10900","0.0381"
"Graham ScanMin Hull Points","10910","0.0358"
"Graham ScanMin Hull Points","10920","0.0795"
"Graham ScanMin Hull Points","10930","0.0376"
"Graham ScanMin Hull Points","10940","0.042"
"Graham ScanMin Hull Points","10950","0.0389"
"Graham ScanMin Hull Points","10960","0.0366"
"Graham ScanMin Hull Points","10970","0.036"
"Graham ScanMin Hull Points","10980","0.0376"
"Jarvis AlgorithmMin Hull Points","10990","0.0199"
"Jarvis AlgorithmMin Hull Points","11000","0.0198"
"Jarvis AlgorithmMin Hull Points","11010","0.0194"
"Jarvis AlgorithmMin Hull Points","11020","0.0223"
"Jarvis AlgorithmMin Hull Points","11030","0.0198"
"Jarvis AlgorithmMin Hull Points","11040","0.02"
"Jarvis AlgorithmMin Hull Points","11050","0.0246"
"Jarvis AlgorithmMin Hull Points","11060","0.0199"
"Jarvis AlgorithmMin Hull Points","11070","0.0215"
"Jarvis AlgorithmMin Hull Points","11080","0.0277"
"Jarvis AlgorithmMin Hull Points","11090","0.0348"
"Jarvis AlgorithmMin Hull Points","11100","0.0274"
"Jarvis AlgorithmMin Hull Points","11110","0.0204"
"Jarvis AlgorithmMin Hull Points","11120","0.0215"
"Jarvis AlgorithmMin Hull Points","11130","0.0209"
"Jarvis AlgorithmMin Hull Points","11140","0.0214"
"Jarvis AlgorithmMin Hull Points","11150","0.0214"
"Jarvis AlgorithmMin Hull Points","11160","0.0209"
"Jarvis AlgorithmMin Hull Points","11170","0.0228"
"Jarvis AlgorithmMin Hull Points","11180","0.0221"
"Jarvis AlgorithmMin Hull Points","11190","0.0209"
"Jarvis AlgorithmMin Hull Points","11200","0.021"
"Jarvis AlgorithmMin Hull Points","11210","0.0202"
"Jarvis AlgorithmMin Hull Points","11220","0.0202"
"Jarvis AlgorithmMin Hull Points","11230","0.0208"
"Jarvis AlgorithmMin Hull Points","11240","0.0201"
"Jarvis AlgorithmMin Hull Points","11250","0.0198"
"Jarvis AlgorithmMin Hull Points","11260","0.0213"
"Jarvis AlgorithmMin Hull Points","11270","0.0207"
"Jarvis AlgorithmMin Hull Points","11280","0.0206"
"Jarvis AlgorithmMin Hull Points","11290","0.0199"
"Jarvis AlgorithmMin Hull Points","11300","0.0197"
"Jarvis AlgorithmMin Hull Points","11310","0.021"
"Jarvis AlgorithmMin Hull Points","11320","0.0201"
"Jarvis AlgorithmMin Hull Points","11330","0.0202"
"Jarvis AlgorithmMin Hull Points","11340","0.0256"
"Jarvis AlgorithmMin Hull Points","11350","0.0246"
"Jarvis AlgorithmMin Hull Points","11360","0.0228"
"Jarvis AlgorithmMin Hull Points","11370","0.0227"
"Jarvis AlgorithmMin Hull Points","11380","0.0219"
"Jarvis AlgorithmMin Hull Points","11390","0.0246"
"Jarvis AlgorithmMin Hull Points","11400","0.0217"
"Jarvis AlgorithmMin Hull Points","11410","0.022"
"Jarvis AlgorithmMin Hull Points","11420","0.0213"
"Jarvis AlgorithmMin Hull Points","11430","0.0214"
"Jarvis AlgorithmMin Hull Points","11440","0.022"
"Jarvis AlgorithmMin Hull Points","11450","0.0219"
"Jarvis AlgorithmMin Hull Points","11460","0.0212"
"Jarvis AlgorithmMin Hull Points","11470","0.0233"
"Jarvis AlgorithmMin Hull Points","11480","0.0204"
"Jarvis AlgorithmMin Hull Points","11490","0.0213"
"Jarvis AlgorithmMin Hull Points","11500","0.0207"
"Jarvis AlgorithmMin Hull Points","11510","0.0213"
"Jarvis AlgorithmMin Hull Points","11520","0.0204"
