"A","B","C","D"
"Graham Scan Random","18750","0.0571",""
"Graham Scan Random","18760","0.0608",""
"Graham Scan Random","18770","0.0584",""
"Graham Scan Random","18780","0.0563",""
"Graham Scan Random","18790","0.0672",""
"Graham Scan Random","18800","0.0571",""
"Graham Scan Random","18810","0.058",""
"Graham Scan Random","18820","0.0586",""
"Graham Scan Random","18830","0.0618",""
"Graham Scan Random","18840","0.0576",""
"Graham Scan Random","18850","0.1097",""
"Graham Scan Random","18860","0.1043",""
"Graham Scan Random","18870","0.1028",""
"Graham Scan Random","18880","0.0725",""
"Graham Scan Random","18890","0.0646",""
"Graham Scan Random","18900","0.0837",""
"Graham Scan Random","18910","0.0585",""
"Graham Scan Random","18920","0.0679",""
"Graham Scan Random","18930","0.0759",""
"Graham Scan Random","18940","0.0721",""
"Graham Scan Random","18950","0.0655",""
"Graham Scan Random","18960","0.063",""
"Graham Scan Random","18970","0.0602",""
"Graham Scan Random","18980","0.0694",""
"Graham Scan Random","18990","0.0647",""
"Graham Scan Random","19000","0.089",""
"Graham Scan Random","19010","0.0676",""
"Graham Scan Random","19020","0.0757",""
"Graham Scan Random","19030","0.063",""
"Graham Scan Random","19040","0.0721",""
"Graham Scan Random","19050","0.0578",""
"Graham Scan Random","19060","0.0716",""
"Graham Scan Random","19070","0.0586",""
"Graham Scan Random","19080","0.0616",""
"Graham Scan Random","19090","0.0615",""
"Graham Scan Random","19100","0.0772",""
"Graham Scan Random","19110","0.064",""
"Graham Scan Random","19120","0.0678",""
"Graham Scan Random","19130","0.0897",""
"Graham Scan Random","19140","0.0771",""
"Graham Scan Random","19150","0.0629",""
"Graham Scan Random","19160","0.0668",""
"Graham Scan Random","19170","0.0606",""
"Graham Scan Random","19180","0.0575",""
"Graham Scan Random","19190","0.067",""
"Graham Scan Random","19200","0.0624",""
"Graham Scan Random","19210","0.0636",""
"Graham Scan Random","19220","0.0816",""
"Graham Scan Random","19230","0.061",""
"Graham Scan Random","19240","0.0626",""
"Graham Scan Random","19250","0.093",""
"Graham Scan Random","19260","0.0635",""
"Graham Scan Random","19270","0.0687",""
"Graham Scan Random","19280","0.0693",""
"Graham Scan Random","19290","0.0639",""
"Graham Scan Random","19300","0.0659",""
"Graham Scan Random","19310","0.0623",""
"Graham Scan Random","19320","0.0616",""
"Graham Scan Random","19330","0.0622",""
"Graham Scan Random","19340","0.0575",""
"Graham Scan Random","19350","0.0581",""
"Graham Scan Random","19360","0.075",""
"Graham Scan Random","19370","0.0668",""
"Graham Scan Random","19380","0.062",""
"Graham Scan Random","19390","0.0629",""
"Graham Scan Random","19400","0.0622",""
"Graham Scan Random","19410","0.0622",""
"Graham Scan Random","19420","0.0691",""
"Graham Scan Random","19430","0.0613",""
"Graham Scan Random","19440","0.0601",""
"Graham Scan Random","19450","0.0629",""
"Graham Scan Random","19460","0.0602",""
"Graham Scan Random","19470","0.0748",""
"Graham Scan Random","19480","0.0736",""
"Graham Scan Random","19490","0.0618",""
"Graham Scan Random","19500","0.0615",""
"Graham Scan Random","19510","0.0623",""
"Graham Scan Random","19520","0.062",""
"Graham Scan Random","19530","0.0686",""
"Graham Scan Random","19540","0.062",""
"Graham Scan Random","19550","0.0599",""
"Graham Scan Random","19560","0.0631",""
"Graham Scan Random","19570","0.0625",""
"Graham Scan Random","19580","0.0708",""
"Graham Scan Random","19590","0.0846",""
"Graham Scan Random","19600","0.0761",""
"Graham Scan Random","19610","0.0642",""
"Graham Scan Random","19620","0.0612",""
"Graham Scan Random","19630","0.0644",""
"Graham Scan Random","19640","0.0746",""
"Graham Scan Random","19650","0.0612",""
"Graham Scan Random","19660","0.0621",""
"Graham Scan Random","19670","0.0617",""
"Graham Scan Random","19680","0.0617",""
"Graham Scan Random","19690","0.0661",""
"Graham Scan Random","19700","0.0813",""
"Graham Scan Random","19710","0.0614",""
"Graham Scan Random","19720","0.0763",""
"Graham Scan Random","19730","0.0638",""
"Graham Scan Random","19740","0.063",""
"Graham Scan Random","19750","0.0713",""
"Graham Scan Random","19760","0.0644",""
"Graham Scan Random","19770","0.0624",""
"Graham Scan Random","19780","0.0638",""
"Graham Scan Random","19790","0.0615",""
"Graham Scan Random","19800","0.0642",""
"Graham Scan Random","19810","0.0967",""
"Graham Scan Random","19820","0.0594",""
"Graham Scan Random","19830","0.0619",""
"Graham Scan Random","19840","0.1096",""
"Graham Scan Random","19850","0.0604",""
"Graham Scan Random","19860","0.0681",""
"Graham Scan Random","19870","0.0653",""
"Graham Scan Random","19880","0.0651",""
"Graham Scan Random","19890","0.0708",""
"Graham Scan Random","19900","0.0687",""
"Graham Scan Random","19910","0.0688",""
"Graham Scan Random","19920","0.0811",""
"Graham Scan Random","19930","0.0691",""
"Graham Scan Random","19940","0.0643",""
"Graham Scan Random","19950","0.0835",""
"Graham Scan Random","19960","0.064",""
"Graham Scan Random","19970","0.0739",""
"Graham Scan Random","19980","0.0677",""
"Graham Scan Random","19990","0.0639",""
"Graham Scan Random","20000","0.0639",""
"Graham Scan Random","20010","0.0756",""
"Graham Scan Random","20020","0.0766",""
"Graham Scan Random","20030","0.0699",""
"Graham Scan Random","20040","0.0652",""
"Graham Scan Random","20050","0.0627",""
"Graham Scan Random","20060","0.069",""
"Graham Scan Random","20070","0.0853",""
"Graham Scan Random","20080","0.0747",""
"Graham Scan Random","20090","0.0708",""
"Graham Scan Random","20100","0.0634",""
"Graham Scan Random","20110","0.0635",""
"Graham Scan Random","20120","0.0695",""
"Graham Scan Random","20130","0.0762",""
"Graham Scan Random","20140","0.0685",""
"Graham Scan Random","20150","0.089",""
"Graham Scan Random","20160","0.0662",""
"Graham Scan Random","20170","0.0692",""
"Graham Scan Random","20180","0.0851",""
"Graham Scan Random","20190","0.0661",""
"Graham Scan Random","20200","0.0861",""
"Graham Scan Random","20210","0.1036",""
"Graham Scan Random","20220","0.1033",""
"Graham Scan Random","20230","0.0839",""
"Graham Scan Random","20240","0.065",""
"Graham Scan Random","20250","0.0628",""
"Graham Scan Random","20260","0.0669",""
"Graham Scan Random","20270","0.0629",""
"Graham Scan Random","20280","0.1005",""
"Graham Scan Random","20290","0.0707",""
"Graham Scan Random","20300","0.0651",""
"Graham Scan Random","20310","0.0657",""
"Graham Scan Random","20320","0.0654",""
"Graham Scan Random","20330","0.071",""
"Graham Scan Random","20340","0.0667",""
"Graham Scan Random","20350","0.0666",""
"Graham Scan Random","20360","0.0778",""
"Graham Scan Random","20370","0.0659",""
"Graham Scan Random","20380","0.0989",""
"Graham Scan Random","20390","0.0962",""
"Graham Scan Random","20400","0.0723",""
"Graham Scan Random","20410","0.0827",""
"Graham Scan Random","20420","0.0912",""
"Graham Scan Random","20430","0.1528",""
"Graham Scan Random","20440","0.1062",""
"Graham Scan Random","20450","0.0665",""
"Graham Scan Random","20460","0.074",""
"Graham Scan Random","20470","0.0801",""
"Graham Scan Random","20480","0.0669",""
"Graham Scan Random","20490","0.0614",""
"Graham Scan Random","20500","0.0787",""
"Graham Scan Random","20510","0.0711",""
"Graham Scan Random","20520","0.0684",""
"Graham Scan Random","20530","0.0764",""
"Graham Scan Random","20540","0.069",""
"Graham Scan Random","20550","0.0667",""
"Graham Scan Random","20560","0.0766",""
"Graham Scan Random","20570","0.0667",""
"Graham Scan Random","20580","0.0878",""
"Graham Scan Random","20590","0.0757",""
